https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,n処理終了,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設-電話番号1,申請者1,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,申請年月日,確認番号,確認番号2,業種,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名称,,施設所在地,,,施設電話番号,申請者名,申請者住所,,,申請者電話番号,届出日,許可番号,,業種,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
あまがさき阪神　阪神デイリーマート  ,兵庫県,尼崎市潮江１－３－１,尼崎市潮江１－３－１,,06-6498-9500  ,株式会社阪急阪神百貨店,大阪市北区角田町８－７,大阪市北区角田町８－７,,06-6361-1381  ,R03.12.01,尼崎市指令(尼保生）,第1-02258号,食肉販売業,,305,あまがさき阪神　阪神デイリーマート  ,06,06-6498-9500,,,,兵庫県　尼崎市潮江１－３－１,兵庫県尼崎市潮江１－３－１,,166802,28,28202,潮江１,2021/12/01,,,,,株式会社阪急阪神百貨店,,06-6361-1381  ,大阪市北区角田町８－７,大阪府大阪市北区角田町８－７,,155834,大阪府,大阪市北区,角田町,尼崎市指令(尼保生）第1-02258号,,食肉販売業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,I,58,583,,あまがさき阪神阪神デイリマト06-6498-950016680228202,5c0eca45-35cb-4aaf-b92a-3a530b3f0604,株式会社阪急阪神百貨店155834,a73fd333-c7a5-4e62-a414-08a869d51ed9,de921db3-be20-46b2-9011-229da2daae0b,2021/12/01,あまがさき阪神　阪神デイリーマート　,あまがさき阪神阪神デイリマト,株式会社阪急阪神百貨店
あまがさき阪神　肉惣菜  阪神デイリーマート,兵庫県,尼崎市潮江１－３－１,尼崎市潮江１－３－１,,06-6498-9500  ,株式会社阪急阪神百貨店,大阪市北区角田町８－７,大阪市北区角田町８－７,,06-6361-1381  ,R03.12.01,尼崎市指令(尼保生）,第1-02262号,飲食店営業,,305,あまがさき阪神　肉惣菜  阪神デイリーマート,06,06-6498-9500,,,,兵庫県　尼崎市潮江１－３－１,兵庫県尼崎市潮江１－３－１,,166802,28,28202,潮江１,2021/12/01,,,,,株式会社阪急阪神百貨店,,06-6361-1381  ,大阪市北区角田町８－７,大阪府大阪市北区角田町８－７,,155834,大阪府,大阪市北区,角田町,尼崎市指令(尼保生）第1-02262号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,あまがさき阪神肉惣菜阪神デイリマト06-6498-950016680228202,101719f2-e14e-494e-88c4-263c5d97b0d8,株式会社阪急阪神百貨店155834,a73fd333-c7a5-4e62-a414-08a869d51ed9,699634c9-601c-4485-9765-68a053dcf606,2021/12/01,あまがさき阪神　肉惣菜　阪神デイリーマート,あまがさき阪神肉惣菜阪神デイリマト,株式会社阪急阪神百貨店
あまがさき阪神　阪神デイリーマート  デリカ,兵庫県,尼崎市潮江１－３－１,尼崎市潮江１－３－１,,06-6498-9500  ,株式会社阪急阪神百貨店,大阪市北区角田町８－７,大阪市北区角田町８－７,,06-6361-1381  ,R03.12.01,尼崎市指令(尼保生）,第1-02256号,飲食店営業,,305,あまがさき阪神　阪神デイリーマート  デリカ,06,06-6498-9500,,,,兵庫県　尼崎市潮江１－３－１,兵庫県尼崎市潮江１－３－１,,166802,28,28202,潮江１,2021/12/01,,,,,株式会社阪急阪神百貨店,,06-6361-1381  ,大阪市北区角田町８－７,大阪府大阪市北区角田町８－７,,155834,大阪府,大阪市北区,角田町,尼崎市指令(尼保生）第1-02256号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,あまがさき阪神阪神デイリマトデリカ06-6498-950016680228202,a8572739-0745-4e81-9e2c-fd98457068a9,株式会社阪急阪神百貨店155834,a73fd333-c7a5-4e62-a414-08a869d51ed9,4bdc5550-5c2e-4a2f-8fb5-a7f596144ac9,2021/12/01,あまがさき阪神　阪神デイリーマート　デリカ,あまがさき阪神阪神デイリマトデリカ,株式会社阪急阪神百貨店
あまがさき阪神　セントラル厨房１  ,兵庫県,尼崎市潮江１－３－１,尼崎市潮江１－３－１,,06-6498-9500  ,株式会社阪急阪神百貨店,大阪市北区角田町８－７,大阪市北区角田町８－７,,06-6361-1381  ,R03.12.01,尼崎市指令(尼保生）,第1-02273号,飲食店営業,,305,あまがさき阪神　セントラル厨房１  ,06,06-6498-9500,,,,兵庫県　尼崎市潮江１－３－１,兵庫県尼崎市潮江１－３－１,,166802,28,28202,潮江１,2021/12/01,,,,,株式会社阪急阪神百貨店,,06-6361-1381  ,大阪市北区角田町８－７,大阪府大阪市北区角田町８－７,,155834,大阪府,大阪市北区,角田町,尼崎市指令(尼保生）第1-02273号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,あまがさき阪神セントラル厨房１06-6498-950016680228202,a643ac2b-dcc5-4937-a811-9beeb16c1410,株式会社阪急阪神百貨店155834,a73fd333-c7a5-4e62-a414-08a869d51ed9,18bc74de-9d39-42db-a001-0a2c9e8c2e80,2021/12/01,あまがさき阪神　セントラル厨房１　,あまがさき阪神セントラル厨房１,株式会社阪急阪神百貨店
あまがさき阪神　グリーン・グルメ  ,兵庫県,尼崎市潮江１－３－１,尼崎市潮江１－３－１,,06-6498-9500  ,株式会社阪急阪神百貨店,大阪市北区角田町８－７,大阪市北区角田町８－７,,06-6361-1381  ,R03.12.01,尼崎市指令(尼保生）,第1-02277号,飲食店営業,,305,あまがさき阪神　グリーン・グルメ  ,06,06-6498-9500,,,,兵庫県　尼崎市潮江１－３－１,兵庫県尼崎市潮江１－３－１,,166802,28,28202,潮江１,2021/12/01,,,,,株式会社阪急阪神百貨店,,06-6361-1381  ,大阪市北区角田町８－７,大阪府大阪市北区角田町８－７,,155834,大阪府,大阪市北区,角田町,尼崎市指令(尼保生）第1-02277号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,あまがさき阪神グリングルメ06-6498-950016680228202,9b495cc2-5c0a-45b8-a332-37e9d29c8b15,株式会社阪急阪神百貨店155834,a73fd333-c7a5-4e62-a414-08a869d51ed9,f3d0e5a0-2543-4714-b293-0a52d20a66b3,2021/12/01,あまがさき阪神　グリーン・グルメ　,あまがさき阪神グリングルメ,株式会社阪急阪神百貨店
あまがさき阪神　Ｉ’ｓ　ｄｅｌｉ  ,兵庫県,尼崎市潮江１－３－１,尼崎市潮江１－３－１,,06-6498-9500  ,株式会社阪急阪神百貨店,大阪市北区角田町８－７,大阪市北区角田町８－７,,06-6361-1381  ,R03.12.01,尼崎市指令(尼保生）,第1-02278号,飲食店営業,,305,あまがさき阪神　Ｉ’ｓ　ｄｅｌｉ  ,06,06-6498-9500,,,,兵庫県　尼崎市潮江１－３－１,兵庫県尼崎市潮江１－３－１,,166802,28,28202,潮江１,2021/12/01,,,,,株式会社阪急阪神百貨店,,06-6361-1381  ,大阪市北区角田町８－７,大阪府大阪市北区角田町８－７,,155834,大阪府,大阪市北区,角田町,尼崎市指令(尼保生）第1-02278号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,あまがさき阪神Ｉｓｄｅｌｉ06-6498-950016680228202,ecbdf21a-8d4a-400c-8cef-07986f55a56c,株式会社阪急阪神百貨店155834,a73fd333-c7a5-4e62-a414-08a869d51ed9,f05e0783-4c64-444c-beda-a0c7cf657887,2021/12/01,あまがさき阪神　Ｉ＇ｓ　ｄｅｌｉ　,あまがさき阪神Ｉｓｄｅｌｉ,株式会社阪急阪神百貨店
あまがさき阪神　５５１蓬莱  ,兵庫県,尼崎市潮江１－３－１,尼崎市潮江１－３－１,,06-6498-9500  ,株式会社阪急阪神百貨店,大阪市北区角田町８－７,大阪市北区角田町８－７,,06-6361-1381  ,R03.12.01,尼崎市指令(尼保生）,第1-02263号,飲食店営業,,305,あまがさき阪神　５５１蓬莱  ,06,06-6498-9500,,,,兵庫県　尼崎市潮江１－３－１,兵庫県尼崎市潮江１－３－１,,166802,28,28202,潮江１,2021/12/01,,,,,株式会社阪急阪神百貨店,,06-6361-1381  ,大阪市北区角田町８－７,大阪府大阪市北区角田町８－７,,155834,大阪府,大阪市北区,角田町,尼崎市指令(尼保生）第1-02263号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,あまがさき阪神５５１蓬莱06-6498-950016680228202,c231e5e8-000a-4f96-bb32-1d8b91dadbca,株式会社阪急阪神百貨店155834,a73fd333-c7a5-4e62-a414-08a869d51ed9,c4f85a5f-8b4f-4e05-ba2c-79d5fe583be4,2021/12/01,あまがさき阪神　５５１蓬莱　,あまがさき阪神５５１蓬莱,株式会社阪急阪神百貨店
あまがさき阪神　アイ・ミート・ダイニング  鳥ぷろ,兵庫県,尼崎市潮江１－３－１,尼崎市潮江１－３－１,,06-6498-9500  ,株式会社阪急阪神百貨店,大阪市北区角田町８－７,大阪市北区角田町８－７,,06-6361-1381  ,R03.12.01,尼崎市指令(尼保生）,第1-02266号,飲食店営業,,305,あまがさき阪神　アイ・ミート・ダイニング  鳥ぷろ,06,06-6498-9500,,,,兵庫県　尼崎市潮江１－３－１,兵庫県尼崎市潮江１－３－１,,166802,28,28202,潮江１,2021/12/01,,,,,株式会社阪急阪神百貨店,,06-6361-1381  ,大阪市北区角田町８－７,大阪府大阪市北区角田町８－７,,155834,大阪府,大阪市北区,角田町,尼崎市指令(尼保生）第1-02266号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,あまがさき阪神アイミトダイニング鳥ぷろ06-6498-950016680228202,21139f68-ff90-4b6d-aa4f-0967cba9abe4,株式会社阪急阪神百貨店155834,a73fd333-c7a5-4e62-a414-08a869d51ed9,6ab26eba-e785-476a-ab77-0943ad5e09ec,2021/12/01,あまがさき阪神　アイ・ミート・ダイニング　鳥ぷろ,あまがさき阪神アイミトダイニング鳥ぷろ,株式会社阪急阪神百貨店
あまがさき阪神　ホワイトラブ  ,兵庫県,尼崎市潮江１－３－１,尼崎市潮江１－３－１,,06-6498-9500  ,株式会社阪急阪神百貨店,大阪市北区角田町８－７,大阪市北区角田町８－７,,06-6361-1381  ,R03.12.01,尼崎市指令(尼保生）,第1-02267号,飲食店営業,,305,あまがさき阪神　ホワイトラブ  ,06,06-6498-9500,,,,兵庫県　尼崎市潮江１－３－１,兵庫県尼崎市潮江１－３－１,,166802,28,28202,潮江１,2021/12/01,,,,,株式会社阪急阪神百貨店,,06-6361-1381  ,大阪市北区角田町８－７,大阪府大阪市北区角田町８－７,,155834,大阪府,大阪市北区,角田町,尼崎市指令(尼保生）第1-02267号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,あまがさき阪神ホワイトラブ06-6498-950016680228202,efe42029-ae36-4ab8-803f-08ff5d449cac,株式会社阪急阪神百貨店155834,a73fd333-c7a5-4e62-a414-08a869d51ed9,6cb40175-27f3-47e4-bb10-f0c18370e77f,2021/12/01,あまがさき阪神　ホワイトラブ　,あまがさき阪神ホワイトラブ,株式会社阪急阪神百貨店
あまがさき阪神　１階催事場　Ⅰ  ,兵庫県,尼崎市潮江１－３－１,尼崎市潮江１－３－１,,06-6498-9500  ,株式会社阪急阪神百貨店,大阪市北区角田町８－７,大阪市北区角田町８－７,,06-6361-1381  ,R03.12.01,尼崎市指令(尼保生）,第1-02270号,菓子製造業,,305,あまがさき阪神　１階催事場　Ⅰ  ,06,06-6498-9500,,,,兵庫県　尼崎市潮江１－３－１,兵庫県尼崎市潮江１－３－１,,166802,28,28202,潮江１,2021/12/01,,,,,株式会社阪急阪神百貨店,,06-6361-1381  ,大阪市北区角田町８－７,大阪府大阪市北区角田町８－７,,155834,大阪府,大阪市北区,角田町,尼崎市指令(尼保生）第1-02270号,,菓子製造業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,E,9,,,あまがさき阪神１階催事場Ⅰ06-6498-950016680228202,75fba595-09c1-4057-840e-e4fe8e1786ac,株式会社阪急阪神百貨店155834,a73fd333-c7a5-4e62-a414-08a869d51ed9,dd05b387-3191-468a-a50f-933979f717cd,2021/12/01,あまがさき阪神　１階催事場　Ⅰ　,あまがさき阪神１階催事場Ⅰ,株式会社阪急阪神百貨店
株式会社安田製麺所  ,兵庫県,尼崎市久々知２－２－１０,尼崎市久々知２－２－１０,,06-6491-7255  ,株式会社安田製麺所,尼崎市久々知２－２－１０,尼崎市久々知２－２－１０,,06-6491-7255  ,R03.12.01,尼崎市指令(尼保生）,第1-02279号,麺類製造業,,305,株式会社安田製麺所  ,06,06-6491-7255,,,,兵庫県　尼崎市久々知２－２－１０,兵庫県尼崎市久々知２－２－１０,,166785,28,28202,久々知２,2021/12/01,,,,,株式会社安田製麺所,,06-6491-7255  ,尼崎市久々知２－２－１０,兵庫県尼崎市久々知２－２－１０,,166785,兵庫県,尼崎市,久々知２,尼崎市指令(尼保生）第1-02279号,,麺類製造業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,E,9,,,株式会社安田製麺所06-6491-725516678528202,10e7173d-ef10-47e8-8fa1-83f957a3fc1e,株式会社安田製麺所166785,21594a5b-2c49-476c-aace-12fa9dbb9612,3dd3b010-5e3f-4f56-b07f-91e7271b0696,2021/12/01,株式会社安田製麺所　,株式会社安田製麺所,株式会社安田製麺所
株式会社安田製麺所  ,兵庫県,尼崎市久々知２－２－１０,尼崎市久々知２－２－１０,,06-6491-7255  ,株式会社安田製麺所,尼崎市久々知２－２－１０,尼崎市久々知２－２－１０,,06-6491-7255  ,R03.12.01,尼崎市指令(尼保生）,第1-02251号,食品の冷凍又は冷蔵業,,305,株式会社安田製麺所  ,06,06-6491-7255,,,,兵庫県　尼崎市久々知２－２－１０,兵庫県尼崎市久々知２－２－１０,,166785,28,28202,久々知２,2021/12/01,,,,,株式会社安田製麺所,,06-6491-7255  ,尼崎市久々知２－２－１０,兵庫県尼崎市久々知２－２－１０,,166785,兵庫県,尼崎市,久々知２,尼崎市指令(尼保生）第1-02251号,,食品の冷凍又は冷蔵業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,E,9,,,株式会社安田製麺所06-6491-725516678528202,10e7173d-ef10-47e8-8fa1-83f957a3fc1e,株式会社安田製麺所166785,21594a5b-2c49-476c-aace-12fa9dbb9612,dba7e8ae-5982-4050-84c7-276671a37397,2021/12/01,株式会社安田製麺所　,株式会社安田製麺所,株式会社安田製麺所
株式会社誠和  ,兵庫県,尼崎市善法寺町２－８,尼崎市善法寺町２－８,,06-6499-5541  ,株式会社誠和,尼崎市善法寺町２－６,尼崎市善法寺町２－６,,06-6499-5541  ,R03.12.01,尼崎市指令(尼保生）,第1-02252号,菓子製造業,,305,株式会社誠和  ,06,06-6499-5541,,,,兵庫県　尼崎市善法寺町２－８,兵庫県尼崎市善法寺町２－８,,166842,28,28202,善法寺町,2021/12/01,,,,,株式会社誠和,,06-6499-5541  ,尼崎市善法寺町２－６,兵庫県尼崎市善法寺町２－６,,166842,兵庫県,尼崎市,善法寺町,尼崎市指令(尼保生）第1-02252号,,菓子製造業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,E,9,,,株式会社誠和06-6499-554116684228202,bd8dfda8-ec84-4ae2-afbb-e6ae55c4413a,株式会社誠和166842,07d6507a-1dfa-4833-a94e-2a5a377bff46,d56f881e-26a9-4dd0-9bc4-3b9b41fa3dc5,2021/12/01,株式会社誠和　,株式会社誠和,株式会社誠和
ケーキハウス　ショウタニ　武庫之荘店  ,兵庫県,尼崎市武庫之荘９－１１－１６,尼崎市武庫之荘９－１１－１６,,06-6434-1680  ,有限会社ショウタニ,尼崎市富松町１－３７－２０,尼崎市富松町１－３７－２０,,06-6423-3357  ,R03.12.01,尼崎市指令(尼保生）,第1-02289号,飲食店営業,,305,ケーキハウス　ショウタニ　武庫之荘店  ,06,06-6434-1680,,,,兵庫県　尼崎市武庫之荘９－１１－１６,兵庫県尼崎市武庫ノ荘９－１１－１６,,167066,28,28202,武庫ノ荘９,2021/12/01,,,,,有限会社ショウタニ,,06-6423-3357  ,尼崎市富松町１－３７－２０,兵庫県尼崎市富松町１－３７－２０,,167088,兵庫県,尼崎市,富松町１,尼崎市指令(尼保生）第1-02289号,,飲食店営業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,M,76,,,ケキハウスショウタニ武庫之荘店06-6434-168016706628202,d81e0a1f-af9c-4328-82cc-ea3456146046,有限会社ショウタニ167088,1a747738-16c4-4b89-8526-8533a19e0f41,63897c36-a8cb-43ee-82cc-0bacc1c20722,2021/12/01,ケーキハウス　ショウタニ　武庫之荘店　,ケキハウスショウタニ武庫之荘店,有限会社ショウタニ
ケーキハウス　ショウタニ　武庫之荘店  ,兵庫県,尼崎市武庫之荘９－１１－１６,尼崎市武庫之荘９－１１－１６,,06-6434-1680  ,有限会社ショウタニ,尼崎市富松町１－３７－２０,尼崎市富松町１－３７－２０,,06-6423-3357  ,R03.12.01,尼崎市指令(尼保生）,第1-02288号,菓子製造業,,305,ケーキハウス　ショウタニ　武庫之荘店  ,06,06-6434-1680,,,,兵庫県　尼崎市武庫之荘９－１１－１６,兵庫県尼崎市武庫ノ荘９－１１－１６,,167066,28,28202,武庫ノ荘９,2021/12/01,,,,,有限会社ショウタニ,,06-6423-3357  ,尼崎市富松町１－３７－２０,兵庫県尼崎市富松町１－３７－２０,,167088,兵庫県,尼崎市,富松町１,尼崎市指令(尼保生）第1-02288号,,菓子製造業,,,,305_兵庫県_尼崎市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、更新、廃止,E,9,,,ケキハウスショウタニ武庫之荘店06-6434-168016706628202,d81e0a1f-af9c-4328-82cc-ea3456146046,有限会社ショウタニ167088,1a747738-16c4-4b89-8526-8533a19e0f41,f92550c3-c6af-4a4d-943f-ab8853d6697b,2021/12/01,ケーキハウス　ショウタニ　武庫之荘店　,ケキハウスショウタニ武庫之荘店,有限会社ショウタニ
