https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,n処理終了,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所1,施設-住所2,施設-マンション名,施設-電話番号1,業種,申請者1,申請-電話番号1,開業年月日,許可年月日,申請区分,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
屋号,,営業所所在地,営業所方書,営業所ＴＥＬ１,業種印刷名称,営業者名,営業者ＴＥＬ１情報公開用,初回許可日,許可決定日,申請区分,許可番号印刷用,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
ラムと泡　新橋本店,港区,新橋三丁目１５番１号,第１大興ビル１階,03-6453-0170,飲食店営業,株式会社ビック・バン,03-3633-4129,2019年9月27日,2019年9月27日,新規,31港み生食営第2179号,,182,ラムと泡　新橋本店,03,03-6453-0170,,,,港区　新橋三丁目１５番１号,東京都港区新橋３丁目１５番１号,第１大興ビル１階,73105,13,13103,新橋３,,2019/09/27,2019/09/27,,,株式会社ビック・バン,,03-3633-4129,,,,,,,,31港み生食営第2179号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,ラムと泡新橋本店03-6453-01707310513103,f2b7613d-89eb-4a6e-87f6-6bd46ff70f9c,株式会社ビック・バン,a018aee6-af18-46f6-8cb5-d0ff336b2f84,e7b1909d-9ba2-4f95-ba68-edaf9bf9c3bb,2019/09/27,ラムと泡　新橋本店,ラムと泡新橋本店,株式会社ビック・バン
ふぐ利俊,港区,六本木三丁目１４番１４号,ＶＯＲＴ六本木カレイド８階,03-5843-0393,飲食店営業,株式会社ＨＯＮＫＡＮ,03-5843-0393,2018年6月6日,2018年6月6日,新規,30港み生食営第872号,,182,ふぐ利俊,03,03-5843-0393,,,,港区　六本木三丁目１４番１４号,東京都港区六本木３丁目１４番１４号,ＶＯＲＴ六本木カレイド８階,73156,13,13103,六本木３,,2018/06/06,2018/06/06,,,株式会社ＨＯＮＫＡＮ,,03-5843-0393,,,,,,,,30港み生食営第872号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,ふぐ利俊03-5843-03937315613103,49e8f4d9-f7ab-442f-8c72-6e53dde523cb,株式会社ＨＯＮＫＡＮ,fbb8e855-d6cf-4a21-a4d7-32f7ecae7954,a8320cd6-a62a-4fb2-ad94-8b5708768cd3,2018/06/06,ふぐ利俊,ふぐ利俊,株式会社ＨＯＮＫＡＮ
ｃａｓｉｎｏ　ＴＨＥ　ＣＬＡＳＳ,港区,港南二丁目５番５号,港南ＯＭＴビル６階,,飲食店営業,株式会社カジノロワイヤル,06-4708-5779,2021年9月22日,2021年9月22日,新規,3港み生食営第2060号,,182,ｃａｓｉｎｏ　ＴＨＥ　ＣＬＡＳＳ,03,,,,,港区　港南二丁目５番５号,東京都港区港南２丁目５番５号,港南ＯＭＴビル６階,73073,13,13103,港南２,,2021/09/22,2021/09/22,,,株式会社カジノロワイヤル,,06-4708-5779,,,,,,,,3港み生食営第2060号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,ｃａｓｉｎｏＴＨＥＣＬＡＳＳ7307313103,b3ff784b-129c-4155-96be-b865a94d3234,株式会社カジノロワイヤル,dea51e36-3b31-4d23-956e-5f1434425a01,35e0c776-570f-46f2-ad2a-3752e30a0c61,2021/09/22,ｃａｓｉｎｏ　ＴＨＥ　ＣＬＡＳＳ,ｃａｓｉｎｏＴＨＥＣＬＡＳＳ,株式会社カジノロワイヤル
ナチュラルローソン虎ノ門巴町店,港区,虎ノ門三丁目１１番１５号,ＳＶＡＸ　ＴＴビルディング１階,03-6402-8163,飲食店営業,有限会社セブンワイズ,03-3441-6741,2010年7月30日,2017年7月14日,更新,29港み生食営第1398号,,182,ナチュラルローソン虎ノ門巴町店,03,03-6402-8163,,,,港区　虎ノ門三丁目１１番１５号,東京都港区虎ノ門３丁目１１番１５号,ＳＶＡＸ　ＴＴビルディング１階,73115,13,13103,虎ノ門３,,2010/07/30,2017/07/14,,,有限会社セブンワイズ,,03-3441-6741,,,,,,,,29港み生食営第1398号,更新,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,ナチュラルロソン虎ノ門巴町店03-6402-81637311513103,8b0d5b1e-42ac-4f9d-bc65-939473f21e5e,有限会社セブンワイズ,da1339ec-7faf-4eef-ba50-94ca89e990fe,4f594754-713d-42f0-8234-6982b86ff2f9,2017/07/14,ナチュラルローソン虎ノ門巴町店,ナチュラルロソン虎ノ門巴町店,有限会社セブンワイズ
ナチュラルローソン虎ノ門巴町店,港区,虎ノ門三丁目１１番１５号,ＳＶＡＸ　ＴＴビルディング１階,03-6402-8163,菓子製造業,有限会社セブンワイズ,03-3441-6741,2010年7月30日,2017年7月14日,更新,29港み生食営第1399号,,182,ナチュラルローソン虎ノ門巴町店,03,03-6402-8163,,,,港区　虎ノ門三丁目１１番１５号,東京都港区虎ノ門３丁目１１番１５号,ＳＶＡＸ　ＴＴビルディング１階,73115,13,13103,虎ノ門３,,2010/07/30,2017/07/14,,,有限会社セブンワイズ,,03-3441-6741,,,,,,,,29港み生食営第1399号,更新,菓子製造業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,E,9,,,ナチュラルロソン虎ノ門巴町店03-6402-81637311513103,8b0d5b1e-42ac-4f9d-bc65-939473f21e5e,有限会社セブンワイズ,da1339ec-7faf-4eef-ba50-94ca89e990fe,b3c07e37-e962-459a-b219-09a8bba83580,2017/07/14,ナチュラルローソン虎ノ門巴町店,ナチュラルロソン虎ノ門巴町店,有限会社セブンワイズ
ナチュラルローソン虎ノ門巴町店,港区,虎ノ門三丁目１１番１５号,ＳＶＡＸ　ＴＴビルディング１階,03-6402-8163,乳類販売業,有限会社セブンワイズ,03-3441-6741,2010年7月30日,2017年7月14日,更新,29港み生食営第1400号,,182,ナチュラルローソン虎ノ門巴町店,03,03-6402-8163,,,,港区　虎ノ門三丁目１１番１５号,東京都港区虎ノ門３丁目１１番１５号,ＳＶＡＸ　ＴＴビルディング１階,73115,13,13103,虎ノ門３,,2010/07/30,2017/07/14,,,有限会社セブンワイズ,,03-3441-6741,,,,,,,,29港み生食営第1400号,更新,乳類販売業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,I,58,,,ナチュラルロソン虎ノ門巴町店03-6402-81637311513103,8b0d5b1e-42ac-4f9d-bc65-939473f21e5e,有限会社セブンワイズ,da1339ec-7faf-4eef-ba50-94ca89e990fe,3992715a-4aa7-474a-8f0a-da4d8df62666,2017/07/14,ナチュラルローソン虎ノ門巴町店,ナチュラルロソン虎ノ門巴町店,有限会社セブンワイズ
ナチュラルローソン虎ノ門巴町店,港区,虎ノ門三丁目１１番１５号,ＳＶＡＸ　ＴＴビルディング１階,03-6402-8163,食肉販売業,有限会社セブンワイズ,03-3441-6741,2010年7月30日,2017年7月14日,更新,29港み生食営第1401号,,182,ナチュラルローソン虎ノ門巴町店,03,03-6402-8163,,,,港区　虎ノ門三丁目１１番１５号,東京都港区虎ノ門３丁目１１番１５号,ＳＶＡＸ　ＴＴビルディング１階,73115,13,13103,虎ノ門３,,2010/07/30,2017/07/14,,,有限会社セブンワイズ,,03-3441-6741,,,,,,,,29港み生食営第1401号,更新,食肉販売業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,I,58,583,,ナチュラルロソン虎ノ門巴町店03-6402-81637311513103,8b0d5b1e-42ac-4f9d-bc65-939473f21e5e,有限会社セブンワイズ,da1339ec-7faf-4eef-ba50-94ca89e990fe,4d4d2229-c641-4529-b9f1-1eca6d5a011b,2017/07/14,ナチュラルローソン虎ノ門巴町店,ナチュラルロソン虎ノ門巴町店,有限会社セブンワイズ
ナチュラルローソン虎ノ門巴町店,港区,虎ノ門三丁目１１番１５号,ＳＶＡＸ　ＴＴビルディング１階,03-6402-8163,魚介類販売業,有限会社セブンワイズ,03-3441-6741,2010年7月30日,2017年7月14日,更新,29港み生食営第1402号,,182,ナチュラルローソン虎ノ門巴町店,03,03-6402-8163,,,,港区　虎ノ門三丁目１１番１５号,東京都港区虎ノ門３丁目１１番１５号,ＳＶＡＸ　ＴＴビルディング１階,73115,13,13103,虎ノ門３,,2010/07/30,2017/07/14,,,有限会社セブンワイズ,,03-3441-6741,,,,,,,,29港み生食営第1402号,更新,魚介類販売業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,I,58,,,ナチュラルロソン虎ノ門巴町店03-6402-81637311513103,8b0d5b1e-42ac-4f9d-bc65-939473f21e5e,有限会社セブンワイズ,da1339ec-7faf-4eef-ba50-94ca89e990fe,7e2e295f-e116-4e31-8c5d-432087352857,2017/07/14,ナチュラルローソン虎ノ門巴町店,ナチュラルロソン虎ノ門巴町店,有限会社セブンワイズ
肉マレ　外苑前店／牡蠣Ｂａｒ　外苑前店,港区,北青山二丁目７番２５号,神宮外苑ビル１階,03-3475-3300,飲食店営業,東京テアトル株式会社,03-3355-1044,2016年4月27日,2016年4月27日,新規,28港み生食営第125号,,182,肉マレ　外苑前店／牡蠣Ｂａｒ　外苑前店,03,03-3475-3300,,,,港区　北青山二丁目７番２５号,東京都港区北青山２丁目７番２５号,神宮外苑ビル１階,73070,13,13103,北青山２,,2016/04/27,2016/04/27,,,東京テアトル株式会社,,03-3355-1044,,,,,,,,28港み生食営第125号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,肉マレ外苑前店牡蠣Ｂａｒ外苑前店03-3475-33007307013103,e904d913-16f0-4bac-bc3a-91f57cf1f943,東京テアトル株式会社,547a777a-5194-4b30-a189-e3538f9c940a,3c98817d-9973-4b08-815e-24db68e86816,2016/04/27,肉マレ　外苑前店／牡蠣Ｂａｒ　外苑前店,肉マレ外苑前店牡蠣Ｂａｒ外苑前店,東京テアトル株式会社
ヒカリモノ,港区,六本木七丁目５番１１号,カサグランデミワ１階,03-5775-7115,飲食店営業,株式会社ディスカバリー,03-6450-5565,2018年11月30日,2018年11月30日,新規,30港み生食営第3273号,,182,ヒカリモノ,03,03-5775-7115,,,,港区　六本木七丁目５番１１号,東京都港区六本木７丁目５番１１号,カサグランデミワ１階,73160,13,13103,六本木７,,2018/11/30,2018/11/30,,,株式会社ディスカバリー,,03-6450-5565,,,,,,,,30港み生食営第3273号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,ヒカリモノ03-5775-71157316013103,fa7d59e2-443c-4b3d-bd0d-01c7c04a7d2c,株式会社ディスカバリー,a8e1efef-ec5f-4061-94f6-1ad90522ea46,4c714b24-89da-45e9-964a-12de8dcae3c4,2018/11/30,ヒカリモノ,ヒカリモノ,株式会社ディスカバリー
黒バラモン　田町店／馬並み家　三田本店,港区,芝五丁目２６番２０号,建築会館地下１階,5730-1452,飲食店営業,株式会社ダイヤモンドダイニング,03-6858-6080,2017年1月23日,2017年1月23日,新規,28港み生食営第3627号,,182,黒バラモン　田町店／馬並み家　三田本店,03,03-5730-1452,,,,港区　芝五丁目２６番２０号,東京都港区芝５丁目２６番２０号,建築会館地下１階,73081,13,13103,芝５,,2017/01/23,2017/01/23,,,株式会社ダイヤモンドダイニング,,03-6858-6080,,,,,,,,28港み生食営第3627号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,黒バラモン田町店馬並み家三田本店03-5730-14527308113103,3bd8eb8f-41f4-4c0a-996e-004e079aee0a,株式会社ダイヤモンドダイニング,1255bfc0-2792-4a02-ae69-17be5194db46,16dff989-00b6-47d5-8e7b-d7f48b2c319a,2017/01/23,黒バラモン　田町店／馬並み家　三田本店,黒バラモン田町店馬並み家三田本店,株式会社ダイヤモンドダイニング
黒バラモン　田町店／馬並み家　三田本店,港区,芝五丁目２６番２０号,建築会館地下１階,5730-1452,食肉販売業,株式会社ダイヤモンドダイニング,03-6858-6080,2020年5月18日,2020年5月18日,新規,2港み生食営第714号,,182,黒バラモン　田町店／馬並み家　三田本店,03,03-5730-1452,,,,港区　芝五丁目２６番２０号,東京都港区芝５丁目２６番２０号,建築会館地下１階,73081,13,13103,芝５,,2020/05/18,2020/05/18,,,株式会社ダイヤモンドダイニング,,03-6858-6080,,,,,,,,2港み生食営第714号,新規,食肉販売業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,I,58,583,,黒バラモン田町店馬並み家三田本店03-5730-14527308113103,3bd8eb8f-41f4-4c0a-996e-004e079aee0a,株式会社ダイヤモンドダイニング,1255bfc0-2792-4a02-ae69-17be5194db46,db9c962b-ffe9-4a4a-9895-3eb42ec824bf,2020/05/18,黒バラモン　田町店／馬並み家　三田本店,黒バラモン田町店馬並み家三田本店,株式会社ダイヤモンドダイニング
黒バラモン　田町店／馬並み家　三田本店,港区,芝五丁目２６番２０号,建築会館地下１階,5730-1452,そうざい製造業,株式会社ダイヤモンドダイニング,03-6858-6080,2020年5月18日,2020年5月18日,新規,2港み生食営第713号,,182,黒バラモン　田町店／馬並み家　三田本店,03,03-5730-1452,,,,港区　芝五丁目２６番２０号,東京都港区芝５丁目２６番２０号,建築会館地下１階,73081,13,13103,芝５,,2020/05/18,2020/05/18,,,株式会社ダイヤモンドダイニング,,03-6858-6080,,,,,,,,2港み生食営第713号,新規,そうざい製造業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,E,9,,,黒バラモン田町店馬並み家三田本店03-5730-14527308113103,3bd8eb8f-41f4-4c0a-996e-004e079aee0a,株式会社ダイヤモンドダイニング,1255bfc0-2792-4a02-ae69-17be5194db46,03344c1c-dadb-4146-a558-d18e8cf669db,2020/05/18,黒バラモン　田町店／馬並み家　三田本店,黒バラモン田町店馬並み家三田本店,株式会社ダイヤモンドダイニング
かに地獄,港区,新橋二丁目１６番１号,ニュー新橋ビル地下１階６８区画,03-3502-6101,飲食店営業,株式会社ダイヤモンドダイニング,03-6858-6080,2010年8月10日,2017年9月11日,更新,29港み生食営第1934号,,182,かに地獄,03,03-3502-6101,,,,港区　新橋二丁目１６番１号,東京都港区新橋２丁目１６番１号,ニュー新橋ビル地下１階６８区画,73104,13,13103,新橋２,,2010/08/10,2017/09/11,,,株式会社ダイヤモンドダイニング,,03-6858-6080,,,,,,,,29港み生食営第1934号,更新,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,かに地獄03-3502-61017310413103,fcb0bf36-47b9-4cf7-9e60-88f3c5aa80ea,株式会社ダイヤモンドダイニング,1255bfc0-2792-4a02-ae69-17be5194db46,09c608be-cb73-40d4-b3b5-86edf8f73f18,2017/09/11,かに地獄,かに地獄,株式会社ダイヤモンドダイニング
十番右京ナチュールスタンド,港区,麻布十番二丁目６番３号,クロドアッシュ１階,03-3403-1101,飲食店営業,ビクトリックス株式会社,03-6804-6646,2019年10月9日,2019年10月9日,新規,31港み生食営第2240号,,182,十番右京ナチュールスタンド,03,03-3403-1101,,,,港区　麻布十番二丁目６番３号,東京都港区麻布十番２丁目６番３号,クロドアッシュ１階,73056,13,13103,麻布十番２,,2019/10/09,2019/10/09,,,ビクトリックス株式会社,,03-6804-6646,,,,,,,,31港み生食営第2240号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,十番右京ナチュルスタンド03-3403-11017305613103,a5d87978-fa91-4f5e-8712-1f8f8d3796f6,ビクトリックス株式会社,c7d5ba5f-9eb1-4e73-924f-a868b1ca59e6,103b048b-4adf-42c7-b35b-895ff991c928,2019/10/09,十番右京ナチュールスタンド,十番右京ナチュルスタンド,ビクトリックス株式会社
魚と酒はなたれ　品川店,港区,港南二丁目３番１３号,品川フロントビル２階２０５,03-6712-0204,飲食店営業,株式会社Ｆｉｒｓｔ　Ｄｒｏｐ,045-548-5700,2010年11月30日,2017年11月28日,更新,29港み生食営第3281号,,182,魚と酒はなたれ　品川店,03,03-6712-0204,,,,港区　港南二丁目３番１３号,東京都港区港南２丁目３番１３号,品川フロントビル２階２０５,73073,13,13103,港南２,,2010/11/30,2017/11/28,,,株式会社Ｆｉｒｓｔ　Ｄｒｏｐ,,045-548-5700,,,,,,,,29港み生食営第3281号,更新,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,魚と酒はなたれ品川店03-6712-02047307313103,d4880652-14a2-44f4-8292-9ec3a325709e,株式会社Ｆｉｒｓｔ　Ｄｒｏｐ,2293052d-e126-44f2-9404-c55e7fd957c7,83053938-2f37-446b-b047-b23e153f2497,2017/11/28,魚と酒はなたれ　品川店,魚と酒はなたれ品川店,株式会社Ｆｉｒｓｔ　Ｄｒｏｐ
個室和食　東山　新橋店,港区,新橋二丁目１４番３号,新橋レンガ通り会館８階,03-3519-5210,飲食店営業,宅新開発株式会社,03-3257-0215,2018年9月19日,2018年9月19日,新規,30港み生食営第2158号,,182,個室和食　東山　新橋店,03,03-3519-5210,,,,港区　新橋二丁目１４番３号,東京都港区新橋２丁目１４番３号,新橋レンガ通り会館８階,73104,13,13103,新橋２,,2018/09/19,2018/09/19,,,宅新開発株式会社,,03-3257-0215,,,,,,,,30港み生食営第2158号,新規,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,個室和食東山新橋店03-3519-52107310413103,102b6146-fc54-44c3-93e3-47c46c9292c0,宅新開発株式会社,bfbf44f9-943d-4e12-899b-8450da5ec115,dff6c888-68b5-4e43-a73d-3b5a9e986be7,2018/09/19,個室和食　東山　新橋店,個室和食東山新橋店,宅新開発株式会社
Ｌ２１２６,港区,南青山四丁目２１番２６号,ＲＵＥＬＬＥ青山Ｂ棟地下２階、１階,03-5770-6010,飲食店営業,株式会社エスクリ,03-3539-7635,2006年6月9日,2020年6月29日,更新,2港み生食営第1468号,,182,Ｌ２１２６,03,03-5770-6010,,,,港区　南青山四丁目２１番２６号,東京都港区南青山４丁目２１番２６号,ＲＵＥＬＬＥ青山Ｂ棟地下２階、１階,73140,13,13103,南青山４,,2006/06/09,2020/06/29,,,株式会社エスクリ,,03-3539-7635,,,,,,,,2港み生食営第1468号,更新,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,Ｌ２１２６03-5770-60107314013103,cf575c3a-5531-498b-aa7d-354a6c3ba095,株式会社エスクリ,953d2d87-3fb1-4b1c-8277-25ccba2dbd77,17075967-4f67-45c6-a4ec-84a6056fa5b1,2020/06/29,Ｌ２１２６,Ｌ２１２６,株式会社エスクリ
シンフォニークラシカナビパントリー,港区,芝浦二丁目６番１号,,03-3798-1260,飲食店営業,株式会社シーライン東京,03-3798-8141,1998年4月22日,2019年4月18日,更新,30港み生食営第4778号,,182,シンフォニークラシカナビパントリー,03,03-3798-1260,,,,港区　芝浦二丁目６番１号,東京都港区芝浦２丁目６番１号,,73083,13,13103,芝浦２,,1998/04/22,2019/04/18,,,株式会社シーライン東京,,03-3798-8141,,,,,,,,30港み生食営第4778号,更新,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,シンフォニクラシカナビパントリ03-3798-12607308313103,e413ed44-e1e6-4904-bb77-ca78b763c1b2,株式会社シーライン東京,ddd1b085-2315-4f60-97f3-b5de84d4d76c,72ce938e-3821-4111-b42a-c839b0b7d9e8,2019/04/18,シンフォニークラシカナビパントリー,シンフォニクラシカナビパントリ,株式会社シーライン東京
シンフォニークラシカサブ厨房,港区,芝浦二丁目６番１号,,3798-1260,飲食店営業,株式会社シーライン東京,3798-8141,1998年4月22日,2019年4月18日,更新,30港み生食営第4776号,,182,シンフォニークラシカサブ厨房,03,03-3798-1260,,,,港区　芝浦二丁目６番１号,東京都港区芝浦２丁目６番１号,,73083,13,13103,芝浦２,,1998/04/22,2019/04/18,,,株式会社シーライン東京,,03-3798-8141,,,,,,,,30港み生食営第4776号,更新,飲食店営業,,,,182_東京都_みなと保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止、変更,M,76,,,シンフォニクラシカサブ厨房03-3798-12607308313103,9e34286d-e6eb-4fa4-b91d-abbb59392b17,株式会社シーライン東京,ddd1b085-2315-4f60-97f3-b5de84d4d76c,268a97ca-d7ca-43b2-a869-1feb0f351a6e,2019/04/18,シンフォニークラシカサブ厨房,シンフォニクラシカサブ厨房,株式会社シーライン東京
